=======================================================================================
STELLAR OBJECT TYPES DATA FILE - Captain Kwok's Balance Mod v1.20+ (Adapted from FQM)
=======================================================================================

Maximum Stellar Object Types Allowed = 1000

Allowable Values for Physical Type: 
  None, Planet, Asteroids, Storm, Star, Warp Point, Destroyed Star, Comet

Allowable Values for Planet Size:
  Asteroids, Tiny, Small, Medium, Large, Huge

Allowable Values for Planet Physical Type:
  Rock, Ice, Gas Giant

Allowable Values for Planet Atmosphere:
  None, Methane, Oxygen, Hydrogen, Carbon Dioxide

NOTE: The following combinations of plant physical type and atmosphere are 
not allowed: Gas Giant x None.

Allowable Values for all other sizes:
  Tiny, Small, Medium, Large, Huge

Allowable Values for Star Age:
  Young, Average, Old, Ancient

Allowable Values for Star Color:
  Yellow, Red, Purple, Green, Blue, White, Orange

Allowable Values for Star Luminosity:
  Dim, Average, Bright

Horrible lies about planet atmosphere texture colors:
None           - Gray
Physical Type              := Planet
XFile Class Name           := Planet Moon 0014 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 333
Portrait Filename          := planet_moon_0014_medium.bmp
Large Portrait Filename    := planet_moon_0014_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Moon Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Moon 0015 Medium
Physical Type              := Planet
XFile Class Name           := Planet Moon 0015 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 338
Portrait Filename          := planet_moon_0015_medium.bmp
Large Portrait Filename    := planet_moon_0015_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Moon Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Moon 0016 Medium
Physical Type              := Planet
XFile Class Name           := Planet Moon 0016 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 343
Portrait Filename          := planet_moon_0016_medium.bmp
Large Portrait Filename    := planet_moon_0016_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Moon Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Moon 0017 Medium
Physical Type              := Planet
XFile Class Name           := Planet Moon 0017 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 348
Portrait Filename          := planet_moon_0017_medium.bmp
Large Portrait Filename    := planet_moon_0017_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Moon Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Moon 0018 Medium
Physical Type              := Planet
XFile Class Name           := Planet Moon 0018 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 353
Portrait Filename          := planet_moon_0018_medium.bmp
Large Portrait Filename    := planet_moon_0018_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Moon Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Ven 0002 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0002 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 503
Portrait Filename          := planet_ven_0002_medium.bmp
Large Portrait Filename    := planet_ven_0002_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Ven 0006 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0006 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 523
Portrait Filename          := planet_ven_0006_medium.bmp
Large Portrait Filename    := planet_ven_0006_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Ven 0008 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0008 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 533
Portrait Filename          := planet_ven_0008_medium.bmp
Large Portrait Filename    := planet_ven_0008_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Ven 0009 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0009 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 538
Portrait Filename          := planet_ven_0009_medium.bmp
Large Portrait Filename    := planet_ven_0009_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Ven 0024 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0024 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 613
Portrait Filename          := planet_ven_0024_medium.bmp
Large Portrait Filename    := planet_ven_0024_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Ven 0025 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0025 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 618
Portrait Filename          := planet_ven_0025_medium.bmp
Large Portrait Filename    := planet_ven_0025_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Ven 0026 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0026 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 623
Portrait Filename          := planet_ven_0026_medium.bmp
Large Portrait Filename    := planet_ven_0026_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := None
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet None Radiation
Planet Surface Empty       := PlanetSurface_Rock_None_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_None_Colonized.bmp

Stellar Object Name        := Planet Terr 0006 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0006 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 403
Portrait Filename          := planet_terr_0006_medium.bmp
Large Portrait Filename    := planet_terr_0006_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Methane
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Methane_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Methane_Colonized.bmp

Stellar Object Name        := Planet Ven 0010 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0010 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 543
Portrait Filename          := planet_ven_0010_medium.bmp
Large Portrait Filename    := planet_ven_0010_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Methane
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Methane_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Methane_Colonized.bmp

Stellar Object Name        := Planet Ven 0018 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0018 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 583
Portrait Filename          := planet_ven_0018_medium.bmp
Large Portrait Filename    := planet_ven_0018_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Methane
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Methane_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Methane_Colonized.bmp

Stellar Object Name        := Planet Ven 0022 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0022 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 603
Portrait Filename          := planet_ven_0022_medium.bmp
Large Portrait Filename    := planet_ven_0022_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Methane
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Methane_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Methane_Colonized.bmp

Stellar Object Name        := Planet Ven 0023 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0023 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 608
Portrait Filename          := planet_ven_0023_medium.bmp
Large Portrait Filename    := planet_ven_0023_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Methane
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Methane_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Methane_Colonized.bmp

Stellar Object Name        := Planet Terr 0001 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0001 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 378
Portrait Filename          := planet_terr_0001_medium.bmp
Large Portrait Filename    := planet_terr_0001_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0003 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0003 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 388
Portrait Filename          := planet_terr_0003_medium.bmp
Large Portrait Filename    := planet_terr_0003_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0004 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0004 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 393
Portrait Filename          := planet_terr_0004_medium.bmp
Large Portrait Filename    := planet_terr_0004_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0005 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0005 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 398
Portrait Filename          := planet_terr_0005_medium.bmp
Large Portrait Filename    := planet_terr_0005_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0007 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0007 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 408
Portrait Filename          := planet_terr_0007_medium.bmp
Large Portrait Filename    := planet_terr_0007_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0008 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0008 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 413
Portrait Filename          := planet_terr_0008_medium.bmp
Large Portrait Filename    := planet_terr_0008_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0009 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0009 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 418
Portrait Filename          := planet_terr_0009_medium.bmp
Large Portrait Filename    := planet_terr_0009_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0010 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0010 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 423
Portrait Filename          := planet_terr_0010_medium.bmp
Large Portrait Filename    := planet_terr_0010_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0011 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0011 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 428
Portrait Filename          := planet_terr_0011_medium.bmp
Large Portrait Filename    := planet_terr_0011_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0012 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0012 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 433
Portrait Filename          := planet_terr_0012_medium.bmp
Large Portrait Filename    := planet_terr_0012_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0013 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0013 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 438
Portrait Filename          := planet_terr_0013_medium.bmp
Large Portrait Filename    := planet_terr_0013_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0014 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0014 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 443
Portrait Filename          := planet_terr_0014_medium.bmp
Large Portrait Filename    := planet_terr_0014_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0015 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0015 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 448
Portrait Filename          := planet_terr_0015_medium.bmp
Large Portrait Filename    := planet_terr_0015_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0016 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0016 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 453
Portrait Filename          := planet_terr_0016_medium.bmp
Large Portrait Filename    := planet_terr_0016_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0017 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0017 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 458
Portrait Filename          := planet_terr_0017_medium.bmp
Large Portrait Filename    := planet_terr_0017_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0018 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0018 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 463
Portrait Filename          := planet_terr_0018_medium.bmp
Large Portrait Filename    := planet_terr_0018_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0019 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0019 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 468
Portrait Filename          := planet_terr_0019_medium.bmp
Large Portrait Filename    := planet_terr_0019_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0020 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0020 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 473
Portrait Filename          := planet_terr_0020_medium.bmp
Large Portrait Filename    := planet_terr_0020_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0021 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0021 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 478
Portrait Filename          := planet_terr_0021_medium.bmp
Large Portrait Filename    := planet_terr_0021_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Terr 0022 Medium
Physical Type              := Planet
XFile Class Name           := Planet Terr 0022 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 483
Portrait Filename          := planet_terr_0022_medium.bmp
Large Portrait Filename    := planet_terr_0022_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Ven 0001 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0001 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 498
Portrait Filename          := planet_ven_0001_medium.bmp
Large Portrait Filename    := planet_ven_0001_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Ven 0005 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0005 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 518
Portrait Filename          := planet_ven_0005_medium.bmp
Large Portrait Filename    := planet_ven_0005_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Oxygen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Oxygen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Oxygen_Colonized.bmp

Stellar Object Name        := Planet Ven 0003 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0003 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 508
Portrait Filename          := planet_ven_0003_medium.bmp
Large Portrait Filename    := planet_ven_0003_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Hydrogen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Hydrogen_Empty.bmp
Planet Surface Colonized   := PlanetSurface_Rock_Hydrogen_Colonized.bmp

Stellar Object Name        := Planet Ven 0004 Medium
Physical Type              := Planet
XFile Class Name           := Planet Ven 0004 Medium
Maximum Model Size         := 12.0
Hex Size                   := 1
Picture Index              := 513
Portrait Filename          := planet_ven_0004_medium.bmp
Large Portrait Filename    := planet_ven_0004_medium_lp.jpg
Description                := 
Planet Size                := Medium
Planet Physical Type       := Rock
Planet Atmosphere          := Hydrogen
Planet Gravity             := Formula Planet Gravity
Planet Temperature         := Formula Planet Ven Temperature
Planet Radiation           := Formula Planet Radiation
Planet Surface Empty       := PlanetSurface_Rock_Hydrogen_Empty.bmp
